index,Pais,SKU,Fibra,Espesor,Ancho,Largo,Espesor_Corte,Ancho_Corte,Espesor_Verde,Ancho_Verde,Largo_Verde,M3,PRICE,FECHA PEDIDO,Prod_Aserrio,Prod_Baño,Prod_Secado,Prod_Clasificado,Prod_Cepillado,CVar_Total,CVar_Baño,CVar_Secado,CVar_Clasificado,CVar_Cepillado,Hrs_Baño,Hrs_Secado,Hrs_Clasificado,Hrs_Cepillado,Dias Restantes
745,Rema,L_Grado_B_39.6_339.6_4000,L,38,326,3.96,39.6,339.6,39.6,339.6,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
746,Rema,L_Grado_B_39.6_339.6_4000,L,38,326,4,39.6,339.6,39.6,339.6,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
747,Rema,L_Grado_B_39.6_339.6_4270,L,38,326,4.25,39.6,339.6,39.6,339.6,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
748,Rema,L_Grado_B_39.6_339.6_4500,L,38,326,4.5,39.6,339.6,39.6,339.6,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
749,Rema,L_Grado_B_39.6_339.6_4900,L,38,326,4.87,39.6,339.6,39.6,339.6,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
750,Rema,L_Grado_B_53.1_67.7_2400,L,51,65,2.1,53.1,67.7,53.1,67.7,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
751,Rema,L_Grado_B_53.1_67.7_2400,L,51,65,2.4,53.1,67.7,53.1,67.7,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
752,Rema,L_Grado_B_53.1_67.7_2700,L,51,65,2.7,53.1,67.7,53.1,67.7,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
753,Rema,L_Grado_B_53.1_67.7_3000,L,51,65,3,53.1,67.7,53.1,67.7,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
754,Rema,L_Grado_B_53.1_67.7_3300,L,51,65,3.2,53.1,67.7,53.1,67.7,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
755,Rema,L_Grado_B_53.1_67.7_3300,L,51,65,3.3,53.1,67.7,53.1,67.7,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
756,Rema,L_Grado_B_53.1_67.7_3600,L,51,65,3.6,53.1,67.7,53.1,67.7,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
757,Rema,L_Grado_B_53.1_67.7_4000,L,51,65,3.96,53.1,67.7,53.1,67.7,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
758,Rema,L_Grado_B_53.1_67.7_4000,L,51,65,4,53.1,67.7,53.1,67.7,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
759,Rema,L_Grado_B_53.1_67.7_4270,L,51,65,4.25,53.1,67.7,53.1,67.7,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
760,Rema,L_Grado_B_53.1_67.7_4500,L,51,65,4.5,53.1,67.7,53.1,67.7,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
761,Rema,L_Grado_B_53.1_67.7_4900,L,51,65,4.87,53.1,67.7,53.1,67.7,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
762,Rema,L_Grado_B_53.1_79.2_2400,L,51,76,2.1,53.1,79.2,53.1,79.2,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
763,Rema,L_Grado_B_53.1_79.2_2400,L,51,76,2.4,53.1,79.2,53.1,79.2,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
764,Rema,L_Grado_B_53.1_79.2_2700,L,51,76,2.7,53.1,79.2,53.1,79.2,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
765,Rema,L_Grado_B_53.1_79.2_3000,L,51,76,3,53.1,79.2,53.1,79.2,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
766,Rema,L_Grado_B_53.1_79.2_3300,L,51,76,3.2,53.1,79.2,53.1,79.2,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
767,Rema,L_Grado_B_53.1_79.2_3300,L,51,76,3.3,53.1,79.2,53.1,79.2,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
768,Rema,L_Grado_B_53.1_79.2_3600,L,51,76,3.6,53.1,79.2,53.1,79.2,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
769,Rema,L_Grado_B_53.1_79.2_4000,L,51,76,3.96,53.1,79.2,53.1,79.2,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
770,Rema,L_Grado_B_53.1_79.2_4000,L,51,76,4,53.1,79.2,53.1,79.2,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
771,Rema,L_Grado_B_53.1_79.2_4270,L,51,76,4.25,53.1,79.2,53.1,79.2,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
772,Rema,L_Grado_B_53.1_79.2_4500,L,51,76,4.5,53.1,79.2,53.1,79.2,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
773,Rema,L_Grado_B_53.1_79.2_4900,L,51,76,4.87,53.1,79.2,53.1,79.2,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
774,Rema,L_Grado_B_53.1_94.8_2400,L,51,91,2.1,53.1,94.8,53.1,94.8,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
775,Rema,L_Grado_B_53.1_94.8_2400,L,51,91,2.4,53.1,94.8,53.1,94.8,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
776,Rema,L_Grado_B_53.1_94.8_2700,L,51,91,2.7,53.1,94.8,53.1,94.8,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
777,Rema,L_Grado_B_53.1_94.8_3000,L,51,91,3,53.1,94.8,53.1,94.8,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
778,Rema,L_Grado_B_53.1_94.8_3300,L,51,91,3.2,53.1,94.8,53.1,94.8,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
779,Rema,L_Grado_B_53.1_94.8_3300,L,51,91,3.3,53.1,94.8,53.1,94.8,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
780,Rema,L_Grado_B_53.1_94.8_3600,L,51,91,3.6,53.1,94.8,53.1,94.8,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
781,Rema,L_Grado_B_53.1_94.8_4000,L,51,91,3.96,53.1,94.8,53.1,94.8,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
782,Rema,L_Grado_B_53.1_94.8_4000,L,51,91,4,53.1,94.8,53.1,94.8,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
783,Rema,L_Grado_B_53.1_94.8_4270,L,51,91,4.25,53.1,94.8,53.1,94.8,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
784,Rema,L_Grado_B_53.1_94.8_4500,L,51,91,4.5,53.1,94.8,53.1,94.8,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
785,Rema,L_Grado_B_53.1_94.8_4900,L,51,91,4.87,53.1,94.8,53.1,94.8,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
786,Rema,L_Grado_B_53.1_105.2_2400,L,51,101,2.1,53.1,105.2,53.1,105.2,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
787,Rema,L_Grado_B_53.1_105.2_2400,L,51,101,2.4,53.1,105.2,53.1,105.2,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
788,Rema,L_Grado_B_53.1_105.2_2700,L,51,101,2.7,53.1,105.2,53.1,105.2,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
789,Rema,L_Grado_B_53.1_105.2_3000,L,51,101,3,53.1,105.2,53.1,105.2,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
790,Rema,L_Grado_B_53.1_105.2_3300,L,51,101,3.2,53.1,105.2,53.1,105.2,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
791,Rema,L_Grado_B_53.1_105.2_3300,L,51,101,3.3,53.1,105.2,53.1,105.2,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
792,Rema,L_Grado_B_53.1_105.2_3600,L,51,101,3.6,53.1,105.2,53.1,105.2,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
793,Rema,L_Grado_B_53.1_105.2_4000,L,51,101,3.96,53.1,105.2,53.1,105.2,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
794,Rema,L_Grado_B_53.1_105.2_4000,L,51,101,4,53.1,105.2,53.1,105.2,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
795,Rema,L_Grado_B_53.1_105.2_4270,L,51,101,4.25,53.1,105.2,53.1,105.2,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
796,Rema,L_Grado_B_53.1_105.2_4500,L,51,101,4.5,53.1,105.2,53.1,105.2,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
797,Rema,L_Grado_B_53.1_105.2_4900,L,51,101,4.87,53.1,105.2,53.1,105.2,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
798,Rema,L_Grado_B_53.1_120.8_2400,L,51,116,2.1,53.1,120.8,53.1,120.8,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
799,Rema,L_Grado_B_53.1_120.8_2400,L,51,116,2.4,53.1,120.8,53.1,120.8,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
800,Rema,L_Grado_B_53.1_120.8_2700,L,51,116,2.7,53.1,120.8,53.1,120.8,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
801,Rema,L_Grado_B_53.1_120.8_3000,L,51,116,3,53.1,120.8,53.1,120.8,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
802,Rema,L_Grado_B_53.1_120.8_3300,L,51,116,3.2,53.1,120.8,53.1,120.8,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
803,Rema,L_Grado_B_53.1_120.8_3300,L,51,116,3.3,53.1,120.8,53.1,120.8,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
804,Rema,L_Grado_B_53.1_120.8_3600,L,51,116,3.6,53.1,120.8,53.1,120.8,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
805,Rema,L_Grado_B_53.1_120.8_4000,L,51,116,3.96,53.1,120.8,53.1,120.8,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
806,Rema,L_Grado_B_53.1_120.8_4000,L,51,116,4,53.1,120.8,53.1,120.8,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
807,Rema,L_Grado_B_53.1_120.8_4270,L,51,116,4.25,53.1,120.8,53.1,120.8,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
808,Rema,L_Grado_B_53.1_120.8_4500,L,51,116,4.5,53.1,120.8,53.1,120.8,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
809,Rema,L_Grado_B_53.1_120.8_4900,L,51,116,4.87,53.1,120.8,53.1,120.8,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
810,Rema,L_Grado_B_53.1_131.2_2400,L,51,126,2.1,53.1,131.2,53.1,131.2,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
811,Rema,L_Grado_B_53.1_131.2_2400,L,51,126,2.4,53.1,131.2,53.1,131.2,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
812,Rema,L_Grado_B_53.1_131.2_2700,L,51,126,2.7,53.1,131.2,53.1,131.2,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
813,Rema,L_Grado_B_53.1_131.2_3000,L,51,126,3,53.1,131.2,53.1,131.2,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
814,Rema,L_Grado_B_53.1_131.2_3300,L,51,126,3.2,53.1,131.2,53.1,131.2,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
815,Rema,L_Grado_B_53.1_131.2_3300,L,51,126,3.3,53.1,131.2,53.1,131.2,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
816,Rema,L_Grado_B_53.1_131.2_3600,L,51,126,3.6,53.1,131.2,53.1,131.2,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
817,Rema,L_Grado_B_53.1_131.2_4000,L,51,126,3.96,53.1,131.2,53.1,131.2,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
818,Rema,L_Grado_B_53.1_131.2_4000,L,51,126,4,53.1,131.2,53.1,131.2,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
819,Rema,L_Grado_B_53.1_131.2_4270,L,51,126,4.25,53.1,131.2,53.1,131.2,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
820,Rema,L_Grado_B_53.1_131.2_4500,L,51,126,4.5,53.1,131.2,53.1,131.2,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
821,Rema,L_Grado_B_53.1_131.2_4900,L,51,126,4.87,53.1,131.2,53.1,131.2,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
822,Rema,L_Grado_B_53.1_141.7_2400,L,51,136,2.1,53.1,141.7,53.1,141.7,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
823,Rema,L_Grado_B_53.1_141.7_2400,L,51,136,2.4,53.1,141.7,53.1,141.7,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
824,Rema,L_Grado_B_53.1_141.7_2700,L,51,136,2.7,53.1,141.7,53.1,141.7,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
825,Rema,L_Grado_B_53.1_141.7_3000,L,51,136,3,53.1,141.7,53.1,141.7,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
826,Rema,L_Grado_B_53.1_141.7_3300,L,51,136,3.2,53.1,141.7,53.1,141.7,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
827,Rema,L_Grado_B_53.1_141.7_3300,L,51,136,3.3,53.1,141.7,53.1,141.7,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
828,Rema,L_Grado_B_53.1_141.7_3600,L,51,136,3.6,53.1,141.7,53.1,141.7,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
829,Rema,L_Grado_B_53.1_141.7_4000,L,51,136,3.96,53.1,141.7,53.1,141.7,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
830,Rema,L_Grado_B_53.1_141.7_4000,L,51,136,4,53.1,141.7,53.1,141.7,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
831,Rema,L_Grado_B_53.1_141.7_4270,L,51,136,4.25,53.1,141.7,53.1,141.7,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
832,Rema,L_Grado_B_53.1_141.7_4500,L,51,136,4.5,53.1,141.7,53.1,141.7,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
833,Rema,L_Grado_B_53.1_141.7_4900,L,51,136,4.87,53.1,141.7,53.1,141.7,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
834,Rema,L_Grado_B_53.1_146.9_2400,L,51,141,2.1,53.1,146.9,53.1,146.9,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
835,Rema,L_Grado_B_53.1_146.9_2400,L,51,141,2.4,53.1,146.9,53.1,146.9,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
836,Rema,L_Grado_B_53.1_146.9_2700,L,51,141,2.7,53.1,146.9,53.1,146.9,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
837,Rema,L_Grado_B_53.1_146.9_3000,L,51,141,3,53.1,146.9,53.1,146.9,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
838,Rema,L_Grado_B_53.1_146.9_3300,L,51,141,3.2,53.1,146.9,53.1,146.9,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
839,Rema,L_Grado_B_53.1_146.9_3300,L,51,141,3.3,53.1,146.9,53.1,146.9,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
840,Rema,L_Grado_B_53.1_146.9_3600,L,51,141,3.6,53.1,146.9,53.1,146.9,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
841,Rema,L_Grado_B_53.1_146.9_4000,L,51,141,3.96,53.1,146.9,53.1,146.9,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
842,Rema,L_Grado_B_53.1_146.9_4000,L,51,141,4,53.1,146.9,53.1,146.9,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
843,Rema,L_Grado_B_53.1_146.9_4270,L,51,141,4.25,53.1,146.9,53.1,146.9,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
844,Rema,L_Grado_B_53.1_146.9_4500,L,51,141,4.5,53.1,146.9,53.1,146.9,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
845,Rema,L_Grado_B_53.1_146.9_4900,L,51,141,4.87,53.1,146.9,53.1,146.9,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
846,Rema,L_Grado_B_53.1_157.3_2400,L,51,151,2.1,53.1,157.3,53.1,157.3,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
847,Rema,L_Grado_B_53.1_157.3_2400,L,51,151,2.4,53.1,157.3,53.1,157.3,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
848,Rema,L_Grado_B_53.1_157.3_2700,L,51,151,2.7,53.1,157.3,53.1,157.3,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
849,Rema,L_Grado_B_53.1_157.3_3000,L,51,151,3,53.1,157.3,53.1,157.3,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
850,Rema,L_Grado_B_53.1_157.3_3300,L,51,151,3.2,53.1,157.3,53.1,157.3,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
851,Rema,L_Grado_B_53.1_157.3_3300,L,51,151,3.3,53.1,157.3,53.1,157.3,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
852,Rema,L_Grado_B_53.1_157.3_3600,L,51,151,3.6,53.1,157.3,53.1,157.3,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
853,Rema,L_Grado_B_53.1_157.3_4000,L,51,151,3.96,53.1,157.3,53.1,157.3,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
854,Rema,L_Grado_B_53.1_157.3_4000,L,51,151,4,53.1,157.3,53.1,157.3,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
855,Rema,L_Grado_B_53.1_157.3_4270,L,51,151,4.25,53.1,157.3,53.1,157.3,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
856,Rema,L_Grado_B_53.1_157.3_4500,L,51,151,4.5,53.1,157.3,53.1,157.3,4500,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
857,Rema,L_Grado_B_53.1_157.3_4900,L,51,151,4.87,53.1,157.3,53.1,157.3,4900,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
858,Rema,L_Grado_B_53.1_167.7_2400,L,51,161,2.1,53.1,167.7,53.1,167.7,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
859,Rema,L_Grado_B_53.1_167.7_2400,L,51,161,2.4,53.1,167.7,53.1,167.7,2400,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
860,Rema,L_Grado_B_53.1_167.7_2700,L,51,161,2.7,53.1,167.7,53.1,167.7,2700,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
861,Rema,L_Grado_B_53.1_167.7_3000,L,51,161,3,53.1,167.7,53.1,167.7,3000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
862,Rema,L_Grado_B_53.1_167.7_3300,L,51,161,3.2,53.1,167.7,53.1,167.7,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
863,Rema,L_Grado_B_53.1_167.7_3300,L,51,161,3.3,53.1,167.7,53.1,167.7,3300,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
864,Rema,L_Grado_B_53.1_167.7_3600,L,51,161,3.6,53.1,167.7,53.1,167.7,3600,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
865,Rema,L_Grado_B_53.1_167.7_4000,L,51,161,3.96,53.1,167.7,53.1,167.7,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
866,Rema,L_Grado_B_53.1_167.7_4000,L,51,161,4,53.1,167.7,53.1,167.7,4000,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
867,Rema,L_Grado_B_53.1_167.7_4270,L,51,161,4.25,53.1,167.7,53.1,167.7,4270,10000,400,1/30/2023,1.08,0,1,1,0,14.2,0,9.3,4.9,0,0,0.3703703704,0.02,0,-16
