;Diametro;Largo_Trozo;Curv_Prim;Altura_Corte;Ancho_Corte;Patron_Corte;Solucion;Kerf_Matrices;Kerf_Interior_H;Kerf_Interior_V;Kerf_Lateral;Denominacion_patron;N_Corte_Horizontal;N_Corte_Vertical;Total_Matrices;N_Matriz;Multiplicador_Horizontal;Multiplicador_Vertical;Corte_Lateral;ID_Corte_Lateral;SKU;Fibra;Espesor;Ancho;Largo;M2_Trozo;M3_Trozo;M2_SKU;M3_SKU;Astilla_M3;Aserrin_M2;Aserrin_M3;Rendimiento_SKU;Rendimiento_basa;Rendimiento_Central_Lateral;Pos_x;Pos_y;Pendiente;A1;A2;Diam_Altura_Corte;Orientacion;Altura_Corte2;Id_sol_lat;Id_comb;ID_SOL_LAT;Combinacion;Lat_Orientacion;Id_Trozo;Id_trozo_Patron;Cat_SKU;Solucion_Completa_Patron;Cat_Solucion_Completa_Patron;Pos_x2;Pos_y2;Pos_x3;Pos_y3;Pos_x4;Pos_y4;Diametro_mm;Id_Trozo_Cortes1;Id_Trozo_Cortes2;Id_Trozo_Cortes3;Id_Trozo_Cortes4;Cant_limpio_xP1;Cant_limpio_yP1;Cant_LimpioTotalP1;Cant_limpio_xP2;Cant_limpio_yP2;Cant_LimpioTotalP2;Cant_limpio_xP3;Cant_limpio_yP3;Cant_LimpioTotalP3;Cant_limpio_xP4;Cant_limpio_yP4;Cant_LimpioTotalP4;Cant_LimpioTotal;Grado;tiempo_c_botella[trz/min];maq_c_botella;Planta;Piezas;Diam_Largo;Diam_Largo_curv;M3_SKU_Distr;Piezas_Distr;M3_Trozo_Distr;Tpo_c_botella_distr;Buzon;Buzon_Factor;Solucion_Completa_Buzon;Cat_Solucion_Completa
350;26;4,9;0,0;168,0;100,5;168.0_100.5;8;0,0;0;0,0;0;0;0;0;0;0;0;0;Corte_2;0;L_Grado_B_39.6_168.0_4900;L;39,6;168,0;4900;0,975243396346531;0,33124000000000003;0,0;0,03259872;0,0;0,0;0,0029257301890395;0,0;0;0;-84,015;53,25;0;0;0;26.0_168.0;0;168,0;26.0_4.9_0.0_168.0_100.5;100.5_39.6_53.25;26.0_4.9_0.0_168.0_100.5_100.5_39.6_53.25;0,0;H;26.0_4.9_0.0;26.0_4.9_0.0_168.0_100.5;16,0;26.0_4.9_0.0_8;16,0;-84,015;92,85;83,985;53,25;83,985;92,85;260,0;26.0_4.9_0.0_-84.015_53.25;26.0_4.9_0.0_-84.015_92.85;26.0_4.9_0.0_83.985_53.25;26.0_4.9_0.0_83.985_92.85;;;;;;;;;;;;;;Grado_B;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;9,564407124565299e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
351;26;4,9;0,0;168,0;100,5;168.0_100.5;8;0,0;0;0,0;0;0;0;0;0;0;0;0;Corte_2;10;L_Grado_B_39.6_168.0_4900;L;39,6;168,0;4900;0,9747299424555596;0,33124000000000003;0,0;0,03259872;0,0;0,0;0,0029241898273666;0,0;0;0;-84,015;-92,85;0;0;0;26.0_168.0;0;168,0;26.0_4.9_0.0_168.0_100.5;100.5_39.6_-92.85;26.0_4.9_0.0_168.0_100.5_100.5_39.6_-92.85;0,0;H;26.0_4.9_0.0;26.0_4.9_0.0_168.0_100.5;16,0;26.0_4.9_0.0_8;16,0;-84,015;-53,24999999999999;83,985;-92,85;83,985;-53,24999999999999;260,0;26.0_4.9_0.0_-84.015_-92.85;26.0_4.9_0.0_-84.015_-53.24999999999999;26.0_4.9_0.0_83.985_-92.85;26.0_4.9_0.0_83.985_-53.24999999999999;;;;;;;;;;;;;;Grado_B;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;9,564407124565299e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
352;26;4,9;0,0;168,0;100,5;168.0_100.5;8;0,0;0;0,0;0;0;0;0;0;0;0;0;Corte_2;10;L_Grado_B_26.0_80.0_4900;L;26,0;80,0;4900;0,5910335918671201;0,33124000000000003;0,0;0,010192;0,0;0,0;0,0017731007756013;0,0;0;0;-45,38598462080563;95,85;0;0;0;26.0_168.0;0;168,0;26.0_4.9_0.0_168.0_100.5;100.5_26.0_95.85;26.0_4.9_0.0_168.0_100.5_100.5_26.0_95.85;0,0;H;26.0_4.9_0.0;26.0_4.9_0.0_168.0_100.5;8,0;26.0_4.9_0.0_8;16,0;-45,38598462080563;121,85;34,61401537919437;95,85;34,61401537919437;121,85;260,0;26.0_4.9_0.0_-45.38598462080563_95.85;26.0_4.9_0.0_-45.38598462080563_121.85;26.0_4.9_0.0_34.61401537919437_95.85;26.0_4.9_0.0_34.61401537919437_121.85;;;;;;;;;;;;;;Grado_B;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,9903148778102184e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
353;26;4,9;0,0;168,0;100,5;168.0_100.5;8;0,0;0;0,0;0;0;0;0;0;0;0;0;Corte_2;7;L_Grado_B_26.0_80.0_4900;L;26,0;80,0;4900;0,5899019727673895;0,33124000000000003;0,0;0,010192;0,0;0,0;0,0017697059183021;0,0;0;0;-45,22461276782812;-121,85;0;0;0;26.0_168.0;0;168,0;26.0_4.9_0.0_168.0_100.5;100.5_26.0_-121.85;26.0_4.9_0.0_168.0_100.5_100.5_26.0_-121.85;0,0;H;26.0_4.9_0.0;26.0_4.9_0.0_168.0_100.5;8,0;26.0_4.9_0.0_8;16,0;-45,22461276782812;-95,85;34,77538723217188;-121,85;34,77538723217188;-95,85;260,0;26.0_4.9_0.0_-45.22461276782812_-121.85;26.0_4.9_0.0_-45.22461276782812_-95.85;26.0_4.9_0.0_34.77538723217188_-121.85;26.0_4.9_0.0_34.77538723217188_-95.85;;;;;;;;;;;;;;Grado_B;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,9903148778102184e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
354;26;4,9;0,0;160,2;100,5;168.0_100.5;8;4,5;3;4,2;0;0;0;0;2;1;2;2;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,002276325;0,33124000000000003;0,001755;0,0071955;0,0;0,000521325;0,0;0,770979539389147;0;0;-80,1;-50,25;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_8;16,0;-80,1;-27,75;-2,0999999999999943;-50,25;-2,0999999999999943;-27,75;260,0;26.0_4.9_0.0_-80.1_-50.25;26.0_4.9_0.0_-80.1_-27.75;26.0_4.9_0.0_-2.0999999999999943_-50.25;26.0_4.9_0.0_-2.0999999999999943_-27.75;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
355;26;4,9;0,0;160,2;100,5;168.0_100.5;8;4,5;3;4,2;0;0;0;0;2;1;2;2;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,002276325;0,33124000000000003;0,001755;0,0071955;0,0;0,000521325;0,0;0,770979539389147;0;0;2,1000000000000085;-50,25;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_8;16,0;2,1000000000000085;-27,75;80,10000000000001;-50,25;80,10000000000001;-27,75;260,0;26.0_4.9_0.0_2.1000000000000085_-50.25;26.0_4.9_0.0_2.1000000000000085_-27.75;26.0_4.9_0.0_80.10000000000001_-50.25;26.0_4.9_0.0_80.10000000000001_-27.75;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
356;26;4,9;0,0;160,2;100,5;168.0_100.5;8;4,5;3;4,2;0;0;0;0;2;1;2;2;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,002276325;0,33124000000000003;0,001755;0,0071955;0,0;0,000521325;0,0;0,770979539389147;0;0;-80,1;-24,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_8;16,0;-80,1;-2,25;-2,0999999999999943;-24,75;-2,0999999999999943;-2,25;260,0;26.0_4.9_0.0_-80.1_-24.75;26.0_4.9_0.0_-80.1_-2.25;26.0_4.9_0.0_-2.0999999999999943_-24.75;26.0_4.9_0.0_-2.0999999999999943_-2.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
357;26;4,9;0,0;160,2;100,5;168.0_100.5;8;4,5;3;4,2;0;0;0;0;2;1;2;2;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,002276325;0,33124000000000003;0,001755;0,0071955;0,0;0,000521325;0,0;0,770979539389147;0;0;2,1000000000000085;-24,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_8;16,0;2,1000000000000085;-2,25;80,10000000000001;-24,75;80,10000000000001;-2,25;260,0;26.0_4.9_0.0_2.1000000000000085_-24.75;26.0_4.9_0.0_2.1000000000000085_-2.25;26.0_4.9_0.0_80.10000000000001_-24.75;26.0_4.9_0.0_80.10000000000001_-2.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
358;26;4,9;0,0;160,2;100,5;168.0_100.5;8;4,5;3;4,2;0;0;0;0;2;2;2;2;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,002276325;0,33124000000000003;0,001755;0,0071955;0,0;0,000521325;0,0;0,770979539389147;0;0;-80,1;2,25;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_8;16,0;-80,1;24,75;-2,0999999999999943;2,25;-2,0999999999999943;24,75;260,0;26.0_4.9_0.0_-80.1_2.25;26.0_4.9_0.0_-80.1_24.75;26.0_4.9_0.0_-2.0999999999999943_2.25;26.0_4.9_0.0_-2.0999999999999943_24.75;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
359;26;4,9;0,0;160,2;100,5;168.0_100.5;8;4,5;3;4,2;0;0;0;0;2;2;2;2;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,002276325;0,33124000000000003;0,001755;0,0071955;0,0;0,000521325;0,0;0,770979539389147;0;0;2,1000000000000085;2,25;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_8;16,0;2,1000000000000085;24,75;80,10000000000001;2,25;80,10000000000001;24,75;260,0;26.0_4.9_0.0_2.1000000000000085_2.25;26.0_4.9_0.0_2.1000000000000085_24.75;26.0_4.9_0.0_80.10000000000001_2.25;26.0_4.9_0.0_80.10000000000001_24.75;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
360;26;4,9;0,0;160,2;100,5;168.0_100.5;8;4,5;3;4,2;0;0;0;0;2;2;2;2;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,002276325;0,33124000000000003;0,001755;0,0071955;0,0;0,000521325;0,0;0,770979539389147;0;0;-80,1;27,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_8;16,0;-80,1;50,25;-2,0999999999999943;27,75;-2,0999999999999943;50,25;260,0;26.0_4.9_0.0_-80.1_27.75;26.0_4.9_0.0_-80.1_50.25;26.0_4.9_0.0_-2.0999999999999943_27.75;26.0_4.9_0.0_-2.0999999999999943_50.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
361;26;4,9;0,0;160,2;100,5;168.0_100.5;8;4,5;3;4,2;0;0;0;0;2;2;2;2;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,002276325;0,33124000000000003;0,001755;0,0071955;0,0;0,000521325;0,0;0,770979539389147;0;0;2,1000000000000085;27,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_8;16,0;2,1000000000000085;50,25;80,10000000000001;27,75;80,10000000000001;50,25;260,0;26.0_4.9_0.0_2.1000000000000085_27.75;26.0_4.9_0.0_2.1000000000000085_50.25;26.0_4.9_0.0_80.10000000000001_27.75;26.0_4.9_0.0_80.10000000000001_50.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_8;10
362;26;4,9;0,0;168,0;151,5;168.0_151.5;2;0,0;0;0,0;0;0;0;0;0;0;0;0;Corte_2;0;L_Grado_B_39.6_105.0_4900;L;39,6;105,0;4900;0,6566973056455102;0,33124000000000003;0,0;0,0203742;0,0;0,0;0,0019700919169365;0,0;0;0;-53,85515388521327;78,75;0;0;0;26.0_168.0;0;168,0;26.0_4.9_0.0_168.0_151.5;151.5_39.6_78.75;26.0_4.9_0.0_168.0_151.5_151.5_39.6_78.75;0,0;H;26.0_4.9_0.0;26.0_4.9_0.0_168.0_151.5;11,0;26.0_4.9_0.0_2;12,0;-53,85515388521327;118,35;51,14484611478673;78,75;51,14484611478673;118,35;260,0;26.0_4.9_0.0_-53.85515388521327_78.75;26.0_4.9_0.0_-53.85515388521327_118.35;26.0_4.9_0.0_51.14484611478673_78.75;26.0_4.9_0.0_51.14484611478673_118.35;;;;;;;;;;;;;;Grado_B;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;5,977754452853312e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
363;26;4,9;0,0;168,0;151,5;168.0_151.5;2;0,0;0;0,0;0;0;0;0;0;0;0;0;Corte_2;10;L_Grado_B_39.6_105.0_4900;L;39,6;105,0;4900;0,6557151629474474;0,33124000000000003;0,0;0,0203742;0,0;0,0;0,0019671454888423;0,0;0;0;-53,72313840422953;-118,35;0;0;0;26.0_168.0;0;168,0;26.0_4.9_0.0_168.0_151.5;151.5_39.6_-118.35;26.0_4.9_0.0_168.0_151.5_151.5_39.6_-118.35;0,0;H;26.0_4.9_0.0;26.0_4.9_0.0_168.0_151.5;11,0;26.0_4.9_0.0_2;12,0;-53,72313840422953;-78,75;51,27686159577047;-118,35;51,27686159577047;-78,75;260,0;26.0_4.9_0.0_-53.72313840422953_-118.35;26.0_4.9_0.0_-53.72313840422953_-78.75;26.0_4.9_0.0_51.27686159577047_-118.35;26.0_4.9_0.0_51.27686159577047_-78.75;;;;;;;;;;;;;;Grado_B;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;5,977754452853312e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
364;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;1;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;-80,1;-75,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;-80,1;-53,25;-2,0999999999999943;-75,75;-2,0999999999999943;-53,25;260,0;26.0_4.9_0.0_-80.1_-75.75;26.0_4.9_0.0_-80.1_-53.25;26.0_4.9_0.0_-2.0999999999999943_-75.75;26.0_4.9_0.0_-2.0999999999999943_-53.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
365;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;1;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;2,1000000000000085;-75,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;2,1000000000000085;-53,25;80,10000000000001;-75,75;80,10000000000001;-53,25;260,0;26.0_4.9_0.0_2.1000000000000085_-75.75;26.0_4.9_0.0_2.1000000000000085_-53.25;26.0_4.9_0.0_80.10000000000001_-75.75;26.0_4.9_0.0_80.10000000000001_-53.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
366;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;1;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;-80,1;-50,25;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;-80,1;-27,75;-2,0999999999999943;-50,25;-2,0999999999999943;-27,75;260,0;26.0_4.9_0.0_-80.1_-50.25;26.0_4.9_0.0_-80.1_-27.75;26.0_4.9_0.0_-2.0999999999999943_-50.25;26.0_4.9_0.0_-2.0999999999999943_-27.75;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
367;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;1;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;2,1000000000000085;-50,25;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;2,1000000000000085;-27,75;80,10000000000001;-50,25;80,10000000000001;-27,75;260,0;26.0_4.9_0.0_2.1000000000000085_-50.25;26.0_4.9_0.0_2.1000000000000085_-27.75;26.0_4.9_0.0_80.10000000000001_-50.25;26.0_4.9_0.0_80.10000000000001_-27.75;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
368;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;1;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;-80,1;-24,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;-80,1;-2,25;-2,0999999999999943;-24,75;-2,0999999999999943;-2,25;260,0;26.0_4.9_0.0_-80.1_-24.75;26.0_4.9_0.0_-80.1_-2.25;26.0_4.9_0.0_-2.0999999999999943_-24.75;26.0_4.9_0.0_-2.0999999999999943_-2.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
369;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;1;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;2,1000000000000085;-24,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;2,1000000000000085;-2,25;80,10000000000001;-24,75;80,10000000000001;-2,25;260,0;26.0_4.9_0.0_2.1000000000000085_-24.75;26.0_4.9_0.0_2.1000000000000085_-2.25;26.0_4.9_0.0_80.10000000000001_-24.75;26.0_4.9_0.0_80.10000000000001_-2.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
370;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;2;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;-80,1;2,25;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;-80,1;24,75;-2,0999999999999943;2,25;-2,0999999999999943;24,75;260,0;26.0_4.9_0.0_-80.1_2.25;26.0_4.9_0.0_-80.1_24.75;26.0_4.9_0.0_-2.0999999999999943_2.25;26.0_4.9_0.0_-2.0999999999999943_24.75;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
371;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;2;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;2,1000000000000085;2,25;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;2,1000000000000085;24,75;80,10000000000001;2,25;80,10000000000001;24,75;260,0;26.0_4.9_0.0_2.1000000000000085_2.25;26.0_4.9_0.0_2.1000000000000085_24.75;26.0_4.9_0.0_80.10000000000001_2.25;26.0_4.9_0.0_80.10000000000001_24.75;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
372;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;2;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;-80,1;27,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;-80,1;50,25;-2,0999999999999943;27,75;-2,0999999999999943;50,25;260,0;26.0_4.9_0.0_-80.1_27.75;26.0_4.9_0.0_-80.1_50.25;26.0_4.9_0.0_-2.0999999999999943_27.75;26.0_4.9_0.0_-2.0999999999999943_50.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
373;26;4,9;0,0;160,2;151,5;168.0_151.5;2;4,5;3;4,2;0;0;0;0;2;2;2;3;0;0;C_Grado_A_22.5_78.0_4900;C;22,5;78,0;4900;0,0023499000000000003;0,33124000000000003;0,001755;0,0071955;0,0;0,0005949;0,0;0,746840291076216;0;0;2,1000000000000085;27,75;0;0;0;0;V;168,0;;;;;;26.0_4.9_0.0;;1,0;26.0_4.9_0.0_2;12,0;2,1000000000000085;50,25;80,10000000000001;27,75;80,10000000000001;50,25;260,0;26.0_4.9_0.0_2.1000000000000085_27.75;26.0_4.9_0.0_2.1000000000000085_50.25;26.0_4.9_0.0_80.10000000000001_27.75;26.0_4.9_0.0_80.10000000000001_50.25;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;2,0;8,0;Grado_A;0,08351445767435953;Quad1;Mulchen;1,0;26.0_4.9;26.0_4.9_0.0;2,111147047025454e-06;0,0002933982415433888;9,718523352883212e-05;2,4502995025106858e-05;28.0_4.9;0,0002933982415433888;28.0_4.9_2;4
